REGIONS/COUNTRIES,Year,Sales
KAZAKSTAN,2010,24000.0
KIRGHIZISTAN,2010,4000.0
KUWAIT,2010,90000.0
LAOS,2010,4000.0
LEBANON,2010,33000.0
MALAYSIA,2010,543594.0
MONGOLIA,2010,3000.0
MYANMAR,2010,1800.0
NEPAL,2010,1000.0
NEW CALEDONIA,2010,7354.0
NEW ZEALAND,2010,62029.0
OMAN,2010,115000.0
PAKISTAN,2010,130038.0
PALESTINE,2010,17400.0
PHILIPPINES,2010,59623.0
QATAR,2010,40000.0
SAUDI ARABIA,2010,450000.0
SINGAPORE,2010,47273.0
SOUTH KOREA,2010,1237482.0
SRI LANKA,2010,2000.0
SYRIA,2010,78147.0
TADJIKISTAN,2010,6500.0
TAHITI,2010,3500.0
TAIWAN,2010,208300.0
THAILAND,2010,346644.0
TUKMENISTAN,2010,4500.0
UNITED ARAB EMIRATES,2010,136979.0
UZBEKISTAN,2010,43500.0
VIETNAM,2010,57778.0
YEMEN,2010,2000.0
AFRICA,2010,927229.0
ALGERIA,2010,97765.0
ANGOLA,2010,20000.0
BOTSWANA,2010,20972.0
BURKINA,2010,700.0
BURUNDI,2010,300.0
CAMEROON,2010,1400.0
CONGO,2010,1500.0
EGYPT,2010,192848.0
GABON,2010,2000.0
GHANA,2010,4000.0
IVORY COAST,2010,3500.0
KENYA,2010,4000.0
LIBERIA,2010,300.0
LIBYA,2010,38000.0
MADAGASCAR,2010,900.0
MALAWI,2010,1500.0
MAURITIUS,2010,4000.0
MOROCCO,2010,91119.0
NIGERIA,2010,25000.0
REUNION,2010,20295.0
SENEGAL,2010,4000.0
SOUTH AFRICA,2010,337130.0
SUDAN,2010,2000.0
TANZANIA,2010,2000.0
TUNISIA,2010,45000.0
UGANDA,2010,3000.0
ZAMBIA,2010,2000.0
ZIMBABWE,2010,2000.0
ALL COUNTRIES,2010,55403283.0
*only LV,2010,
EUROPE,2011,17167600.0
EU 28 countries + EFTA,2011,13642659.0
EU 15 countries + EFTA,2011,12815435.0
AUSTRIA,2011,356145.0
BELGIUM,2011,572211.0
DENMARK,2011,170036.0
FINLAND,2011,126123.0
FRANCE,2011,2204229.0
GERMANY,2011,3173634.0
GREECE,2011,97680.0
ICELAND,2011,5038.0
IRELAND,2011,89911.0
ITALY,2011,1749740.0
LUXEMBOURG,2011,49881.0
NETHERLANDS,2011,555812.0
NORWAY,2011,138345.0
PORTUGAL,2011,153404.0
SPAIN,2011,808051.0
SWEDEN,2011,304984.0
SWITZERLAND (+FL),2011,318958.0
UNITED KINGDOM,2011,1941253.0
EUROPE NEW MEMBERS,2011,827224.0
BULGARIA*,2011,19250.0
CROATIA,2011,41561.0
CYPRUS,2011,13480.0
CZECH REPUBLIC,2011,173595.0
ESTONIA,2011,17070.0
HUNGARY,2011,45094.0
LATVIA,2011,13234.0
LITHUANIA,2011,10980.0
MALTA,2011,5428.0
POLAND,2011,277427.0
ROMANIA,2011,81709.0
SLOVAKIA,2011,68203.0
SLOVENIA,2011,60193.0
"RUSSIA, TURKEY & OTHER EUROPE",2011,3524941.0
ALBANIA,2011,2100.0
ARMENIA,2011,4000.0
BELARUS,2011,15000.0
BOSNIA,2011,10000.0
GEORGIA,2011,3000.0
MACEDONIA,2011,8500.0
MOLDAVIA,2011,5500.0
RUSSIA,2011,2653688.0
SERBIA,2011,22181.0
TURKEY,2011,593519.0
UKRAINE,2011,207453.0
AMERICA,2011,11705668.0
NAFTA,2011,7363460.0
CANADA,2011,681956.0
MEXICO,2011,592101.0
UNITED STATES OF AMERICA,2011,6089403.0
CENTRAL & SOUTH AMERICA,2011,4342208.0
ARGENTINA,2011,673853.0
BAHAMAS,2011,2000.0
BELIZE,2011,100.0
BOLIVIA,2011,9500.0
BRAZIL,2011,2647250.0
CHILE,2011,245116.0
COLOMBIA,2011,250000.0
COSTA RICA,2011,30000.0
CUBA,2011,3000.0
DOMINICAN REPUBLIC,2011,15000.0
ECUADOR,2011,94297.0
EL SALVADOR,2011,3000.0
GUADELOUPE,2011,13695.0
GUATEMALA,2011,15000.0
GUYANA,2011,4719.0
HONDURAS,2011,1000.0
JAMAICA,2011,2000.0
MARTINIQUE,2011,12976.0
NICARAGUA,2011,3000.0
PANAMA,2011,35000.0
PARAGUAY,2011,20000.0
PERU,2011,93055.0
PUERTO RICO,2011,55000.0
TRINIDAD,2011,10000.0
URUGUAY,2011,38308.0
VENEZUELA,2011,65339.0
ASIA/OCEANIA/MIDDLE EAST,2011,27429521.0
AUSTRALIA,2011,559314.0
AZERBAIDJAN,2011,10000.0
BAHRAIN,2011,26000.0
BANGLADESH,2011,20800.0
BRUNEI,2011,15000.0
CAMBODGE,2011,2000.0
CHINA,2011,14472416.0
HONG-KONG,2011,44845.0
INDIA,2011,2510313.0
INDONESIA,2011,602291.0
IRAK,2011,71500.0
IRAN,2011,1452965.0
ISRAEL,2011,210000.0
JAPAN,2011,3509036.0
JORDAN,2011,11000.0
KAZAKSTAN,2011,38348.0
KIRGHIZISTAN,2011,5000.0
KUWAIT,2011,95000.0
LAOS,2011,4000.0
LEBANON,2011,31000.0
MALAYSIA,2011,535113.0
MONGOLIA,2011,3000.0
MYANMAR,2011,1800.0
NEPAL,2011,3000.0
NEW CALEDONIA,2011,7525.0
NEW ZEALAND,2011,63471.0
OMAN,2011,115000.0
PAKISTAN,2011,140184.0
PALESTINE,2011,19700.0
PHILIPPINES,2011,57768.0
QATAR,2011,45000.0
SAUDI ARABIA,2011,460000.0
SINGAPORE,2011,33493.0
SOUTH KOREA,2011,1293501.0
SRI LANKA,2011,7000.0
SYRIA,2011,33160.0
TADJIKISTAN,2011,7500.0
TAHITI,2011,4000.0
TAIWAN,2011,235205.0
THAILAND,2011,360441.0
TUKMENISTAN,2011,5000.0
UNITED ARAB EMIRATES,2011,193268.0
UZBEKISTAN,2011,48000.0
VIETNAM,2011,64564.0
YEMEN,2011,2000.0
AFRICA,2011,1073449.0
ALGERIA,2011,165415.0
ANGOLA,2011,10000.0
BOTSWANA,2011,25204.0
BURKINA,2011,500.0
BURUNDI,2011,200.0
CAMEROON,2011,1400.0
CONGO,2011,1500.0
EGYPT,2011,210300.0
GABON,2011,2000.0
GHANA,2011,6000.0
IVORY COAST,2011,3500.0
KENYA,2011,4000.0
LIBERIA,2011,200.0
LIBYA,2011,39000.0
MADAGASCAR,2011,1100.0
MALAWI,2011,1500.0
MAURITIUS,2011,3000.0
MOROCCO,2011,99727.0
NIGERIA,2011,30000.0
REUNION,2011,21111.0
SENEGAL,2011,3500.0
SOUTH AFRICA,2011,396292.0
SUDAN,2011,2000.0
TANZANIA,2011,3000.0
TUNISIA,2011,35000.0
UGANDA,2011,3000.0
ZAMBIA,2011,2000.0
ZIMBABWE,2011,3000.0
ALL COUNTRIES,2011,57376238.0
*only LV,2011,
EUROPE,2012,16191359.0
EU 28 countries + EFTA,2012,12567993.0
EU 15 countries + EFTA,2012,11773371.0
AUSTRIA,2012,336010.0
BELGIUM,2012,486737.0
DENMARK,2012,170763.0
FINLAND,2012,111251.0
FRANCE,2012,1898760.0
GERMANY,2012,3082504.0
GREECE,2012,58482.0
ICELAND,2012,7902.0
IRELAND,2012,79498.0
ITALY,2012,1403010.0
LUXEMBOURG,2012,50398.0
NETHERLANDS,2012,502544.0
NORWAY,2012,137967.0
PORTUGAL,2012,95309.0
SPAIN,2012,699589.0
SWEDEN,2012,279899.0
SWITZERLAND (+FL),2012,328139.0
UNITED KINGDOM,2012,2044609.0
EUROPE NEW MEMBERS,2012,794622.0
BULGARIA*,2012,19419.0
CROATIA,2012,31360.0
CYPRUS,2012,10123.0
CZECH REPUBLIC,2012,174009.0
ESTONIA,2012,19424.0
HUNGARY,2012,53059.0
LATVIA,2012,10665.0
LITHUANIA,2012,12165.0
MALTA,2012,5884.0
POLAND,2012,272719.0
ROMANIA,2012,66436.0
SLOVAKIA,2012,69268.0
SLOVENIA,2012,50091.0
"RUSSIA, TURKEY & OTHER EUROPE",2012,3623366.0
ALBANIA,2012,2300.0
ARMENIA,2012,5000.0
BELARUS,2012,20000.0
BOSNIA,2012,10000.0
GEORGIA,2012,4000.0
MACEDONIA,2012,5000.0
MOLDAVIA,2012,5000.0
RUSSIA,2012,2755384.0
SERBIA,2012,22800.0
TURKEY,2012,556280.0
UKRAINE,2012,237602.0
AMERICA,2012,13137279.0
NAFTA,2012,8639763.0
CANADA,2012,748530.0
MEXICO,2012,649333.0
UNITED STATES OF AMERICA,2012,7241900.0
CENTRAL & SOUTH AMERICA,2012,4497516.0
ARGENTINA,2012,596397.0
BAHAMAS,2012,2500.0
BELIZE,2012,200.0
BOLIVIA,2012,14000.0
BRAZIL,2012,2851540.0
CHILE,2012,257013.0
COLOMBIA,2012,240000.0
COSTA RICA,2012,30000.0
CUBA,2012,4000.0
DOMINICAN REPUBLIC,2012,15000.0
ECUADOR,2012,80644.0
EL SALVADOR,2012,5000.0
GUADELOUPE,2012,13158.0
GUATEMALA,2012,16000.0
GUYANA,2012,4357.0
HONDURAS,2012,1000.0
JAMAICA,2012,2000.0
MARTINIQUE,2012,11527.0
NICARAGUA,2012,3000.0
PANAMA,2012,40000.0
PARAGUAY,2012,20000.0
PERU,2012,128295.0
PUERTO RICO,2012,55000.0
TRINIDAD,2012,8000.0
URUGUAY,2012,38109.0
VENEZUELA,2012,60776.0
ASIA/OCEANIA/MIDDLE EAST,2012,29895832.0
AUSTRALIA,2012,576855.0
AZERBAIDJAN,2012,14000.0
BAHRAIN,2012,40000.0
BANGLADESH,2012,24600.0
BRUNEI,2012,15000.0
CAMBODGE,2012,2000.0
CHINA,2012,15495240.0
HONG-KONG,2012,45283.0
INDIA,2012,2781919.0
INDONESIA,2012,780785.0
IRAK,2012,80000.0
IRAN,2012,901268.0
ISRAEL,2012,190000.0
JAPAN,2012,4572333.0
JORDAN,2012,11500.0
KAZAKSTAN,2012,86959.0
KIRGHIZISTAN,2012,4000.0
KUWAIT,2012,116500.0
LAOS,2012,5000.0
LEBANON,2012,35500.0
MALAYSIA,2012,552189.0
MONGOLIA,2012,2000.0
MYANMAR,2012,2100.0
NEPAL,2012,3600.0
NEW CALEDONIA,2012,7250.0
NEW ZEALAND,2012,76871.0
OMAN,2012,130000.0
PAKISTAN,2012,136026.0
PALESTINE,2012,21600.0
PHILIPPINES,2012,64165.0
QATAR,2012,60000.0
SAUDI ARABIA,2012,540000.0
SINGAPORE,2012,32724.0
SOUTH KOREA,2012,1256403.0
SRI LANKA,2012,8000.0
SYRIA,2012,36300.0
TADJIKISTAN,2012,6000.0
TAHITI,2012,3000.0
TAIWAN,2012,211578.0
THAILAND,2012,660214.0
TUKMENISTAN,2012,4500.0
UNITED ARAB EMIRATES,2012,211500.0
UZBEKISTAN,2012,45000.0
VIETNAM,2012,44070.0
YEMEN,2012,2000.0
AFRICA,2012,1182296.0
ALGERIA,2012,188990.0
ANGOLA,2012,17000.0
BOTSWANA,2012,31471.0
BURKINA,2012,500.0
BURUNDI,2012,210.0
CAMEROON,2012,1900.0
CONGO,2012,1500.0
EGYPT,2012,222700.0
GABON,2012,3500.0
GHANA,2012,6500.0
IVORY COAST,2012,5000.0
KENYA,2012,2000.0
LIBERIA,2012,210.0
LIBYA,2012,20000.0
MADAGASCAR,2012,1200.0
MALAWI,2012,1000.0
MAURITIUS,2012,7000.0
MOROCCO,2012,117818.0
NIGERIA,2012,40000.0
REUNION,2012,19795.0
SENEGAL,2012,4000.0
SOUTH AFRICA,2012,440002.0
SUDAN,2012,2000.0
TANZANIA,2012,3000.0
TUNISIA,2012,37000.0
UGANDA,2012,3000.0
ZAMBIA,2012,2000.0
ZIMBABWE,2012,3000.0
ALL COUNTRIES,2012,60406766.0
*only LV,2012,
EUROPE,2013,15941854.0
EU 28 countries + EFTA,2013,12343996.0
EU 15 countries + EFTA,2013,11554834.0
AUSTRIA,2013,319035.0
BELGIUM,2013,486065.0
DENMARK,2013,182086.0
FINLAND,2013,103455.0
FRANCE,2013,1790456.0
GERMANY,2013,2952431.0
GREECE,2013,58694.0
ICELAND,2013,7274.0
IRELAND,2013,74367.0
ITALY,2013,1304648.0
LUXEMBOURG,2013,46624.0
NETHERLANDS,2013,416717.0
NORWAY,2013,142151.0
PORTUGAL,2013,105921.0
SPAIN,2013,722689.0
SWEDEN,2013,269599.0
SWITZERLAND (+FL),2013,307885.0
UNITED KINGDOM,2013,2264737.0
EUROPE NEW MEMBERS,2013,789162.0
BULGARIA*,2013,19352.0
CROATIA,2013,27802.0
CYPRUS,2013,7000.0
CZECH REPUBLIC,2013,164736.0
ESTONIA,2013,19694.0
HUNGARY,2013,56139.0
LATVIA,2013,10636.0
LITHUANIA,2013,12163.0
MALTA,2013,5749.0
POLAND,2013,289913.0
ROMANIA,2013,57710.0
SLOVAKIA,2013,66000.0
SLOVENIA,2013,52268.0
"RUSSIA, TURKEY & OTHER EUROPE",2013,3597858.0
ALBANIA,2013,2300.0
ARMENIA,2013,5000.0
BELARUS,2013,19600.0
BOSNIA,2013,9800.0
GEORGIA,2013,4000.0
MACEDONIA,2013,2000.0
MOLDAVIA,2013,5000.0
RUSSIA,2013,2649181.0
SERBIA,2013,23000.0
TURKEY,2013,664655.0
UKRAINE,2013,213322.0
AMERICA,2013,13554826.0
NAFTA,2013,9039173.0
CANADA,2013,755615.0
MEXICO,2013,698217.0
UNITED STATES OF AMERICA,2013,7585341.0
CENTRAL & SOUTH AMERICA,2013,4515653.0
ARGENTINA,2013,684379.0
BAHAMAS,2013,2000.0
BELIZE,2013,200.0
BOLIVIA,2013,13900.0
BRAZIL,2013,2763718.0
CHILE,2013,286588.0
COLOMBIA,2013,238800.0
COSTA RICA,2013,29800.0
CUBA,2013,4000.0
DOMINICAN REPUBLIC,2013,14900.0
ECUADOR,2013,74169.0
EL SALVADOR,2013,5000.0
GUADELOUPE,2013,12427.0
GUATEMALA,2013,15900.0
GUYANA,2013,4256.0
HONDURAS,2013,1000.0
JAMAICA,2013,2000.0
MARTINIQUE,2013,11091.0
NICARAGUA,2013,4000.0
PANAMA,2013,39800.0
PARAGUAY,2013,19900.0
PERU,2013,139453.0
PUERTO RICO,2013,54700.0
TRINIDAD,2013,8000.0
URUGUAY,2013,41785.0
VENEZUELA,2013,43887.0
ASIA/OCEANIA/MIDDLE EAST,2013,32136415.0
AUSTRALIA,2013,566454.0
AZERBAIDJAN,2013,21000.0
BAHRAIN,2013,43500.0
BANGLADESH,2013,24000.0
BRUNEI,2013,14700.0
CAMBODGE,2013,2000.0
CHINA,2013,17927730.0
HONG-KONG,2013,46147.0
INDIA,2013,2553979.0
INDONESIA,2013,880032.0
IRAK,2013,78200.0
IRAN,2013,691709.0
ISRAEL,2013,200000.0
JAPAN,2013,4562282.0
JORDAN,2013,14500.0
KAZAKSTAN,2013,153664.0
KIRGHIZISTAN,2013,4000.0
KUWAIT,2013,125000.0
LAOS,2013,6000.0
LEBANON,2013,35500.0
MALAYSIA,2013,576657.0
MONGOLIA,2013,1500.0
MYANMAR,2013,2000.0
NEPAL,2013,3500.0
NEW CALEDONIA,2013,5934.0
NEW ZEALAND,2013,82433.0
OMAN,2013,140000.0
PAKISTAN,2013,121122.0
PALESTINE,2013,21100.0
PHILIPPINES,2013,76822.0
QATAR,2013,65000.0
SAUDI ARABIA,2013,570000.0
SINGAPORE,2013,27955.0
SOUTH KOREA,2013,1243868.0
SRI LANKA,2013,10000.0
SYRIA,2013,35500.0
TADJIKISTAN,2013,6000.0
TAHITI,2013,2500.0
TAIWAN,2013,211824.0
THAILAND,2013,663746.0
TUKMENISTAN,2013,4500.0
UNITED ARAB EMIRATES,2013,206700.0
UZBEKISTAN,2013,45500.0
VIETNAM,2013,59857.0
YEMEN,2013,2000.0
AFRICA,2013,1224855.0
ALGERIA,2013,222710.0
ANGOLA,2013,20000.0
BOTSWANA,2013,31122.0
BURKINA,2013,700.0
BURUNDI,2013,210.0
CAMEROON,2013,2400.0
CONGO,2013,1500.0
EGYPT,2013,220000.0
GABON,2013,3000.0
GHANA,2013,6600.0
IVORY COAST,2013,4000.0
KENYA,2013,2500.0
LIBERIA,2013,210.0
LIBYA,2013,30000.0
MADAGASCAR,2013,1200.0
MALAWI,2013,1000.0
MAURITIUS,2013,7500.0
MOROCCO,2013,108177.0
NIGERIA,2013,40000.0
REUNION,2013,19465.0
SENEGAL,2013,4000.0
SOUTH AFRICA,2013,450561.0
SUDAN,2013,1500.0
TANZANIA,2013,3500.0
TUNISIA,2013,35000.0
UGANDA,2013,3000.0
ZAMBIA,2013,2000.0
ZIMBABWE,2013,3000.0
ALL COUNTRIES,2013,62857950.0
*only LV,2013,
EUROPE,2014,16060143.0
EU 28 countries + EFTA,2014,13013515.0
EU 15 countries + EFTA,2014,12113882.0
AUSTRIA,2014,303318.0
BELGIUM,2014,482939.0
DENMARK,2014,189051.0
FINLAND,2014,106236.0
FRANCE,2014,1795885.0
GERMANY,2014,3036773.0
GREECE,2014,71218.0
ICELAND,2014,9536.0
IRELAND,2014,96344.0
ITALY,2014,1360293.0
LUXEMBOURG,2014,49793.0
NETHERLANDS,2014,387835.0
NORWAY,2014,144202.0
PORTUGAL,2014,142826.0
SPAIN,2014,855308.0
SWEDEN,2014,303948.0
SWITZERLAND (+FL),2014,301942.0
UNITED KINGDOM,2014,2476435.0
EUROPE NEW MEMBERS,2014,899633.0
BULGARIA*,2014,20359.0
CROATIA,2014,33997.0
CYPRUS,2014,7794.0
CZECH REPUBLIC,2014,192314.0
ESTONIA,2014,20861.0
HUNGARY,2014,67476.0
LATVIA,2014,12452.0
LITHUANIA,2014,14503.0
MALTA,2014,6451.0
POLAND,2014,327709.0
ROMANIA,2014,70172.0
SLOVAKIA,2014,72249.0
SLOVENIA,2014,53296.0
"RUSSIA, TURKEY & OTHER EUROPE",2014,3046628.0
ALBANIA,2014,2500.0
ARMENIA,2014,5200.0
BELARUS,2014,22300.0
BOSNIA,2014,8900.0
GEORGIA,2014,4300.0
MACEDONIA,2014,2700.0
MOLDAVIA,2014,5600.0
RUSSIA,2014,2286877.0
SERBIA,2014,23900.0
TURKEY,2014,587331.0
UKRAINE,2014,97020.0
AMERICA,2014,13179280.0
NAFTA,2014,9188369.0
CANADA,2014,755500.0
MEXICO,2014,745250.0
UNITED STATES OF AMERICA,2014,7687619.0
CENTRAL & SOUTH AMERICA,2014,3990911.0
ARGENTINA,2014,432696.0
BAHAMAS,2014,1600.0
BELIZE,2014,200.0
BOLIVIA,2014,18500.0
BRAZIL,2014,2504161.0
CHILE,2014,256160.0
COLOMBIA,2014,265100.0
COSTA RICA,2014,35200.0
CUBA,2014,4000.0
DOMINICAN REPUBLIC,2014,17400.0
ECUADOR,2014,78495.0
EL SALVADOR,2014,5000.0
GUADELOUPE,2014,12599.0
GUATEMALA,2014,17300.0
GUYANA,2014,4248.0
HONDURAS,2014,1300.0
JAMAICA,2014,2300.0
MARTINIQUE,2014,11325.0
NICARAGUA,2014,5200.0
PANAMA,2014,43000.0
PARAGUAY,2014,21500.0
PERU,2014,138226.0
PUERTO RICO,2014,58500.0
TRINIDAD,2014,6300.0
URUGUAY,2014,40171.0
VENEZUELA,2014,10430.0
ASIA/OCEANIA/MIDDLE EAST,2014,34506093.0
AUSTRALIA,2014,531596.0
AZERBAIDJAN,2014,23300.0
BAHRAIN,2014,49600.0
BANGLADESH,2014,29300.0
BRUNEI,2014,18100.0
CAMBODGE,2014,2400.0
CHINA,2014,19700569.0
HONG-KONG,2014,48500.0
INDIA,2014,2570531.0
INDONESIA,2014,879461.0
IRAK,2014,61000.0
IRAN,2014,1106700.0
ISRAEL,2014,228000.0
JAPAN,2014,4699590.0
JORDAN,2014,15700.0
KAZAKSTAN,2014,151424.0
KIRGHIZISTAN,2014,4000.0
KUWAIT,2014,126300.0
LAOS,2014,9800.0
LEBANON,2014,38300.0
MALAYSIA,2014,588341.0
MONGOLIA,2014,1100.0
MYANMAR,2014,1000.0
NEPAL,2014,5300.0
NEW CALEDONIA,2014,5343.0
NEW ZEALAND,2014,84007.0
OMAN,2014,138600.0
PAKISTAN,2014,123950.0
PALESTINE,2014,21100.0
PHILIPPINES,2014,108327.0
QATAR,2014,71500.0
SAUDI ARABIA,2014,632700.0
SINGAPORE,2014,28932.0
SOUTH KOREA,2014,1359834.0
SRI LANKA,2014,13800.0
SYRIA,2014,33400.0
TADJIKISTAN,2014,6100.0
TAHITI,2014,2500.0
TAIWAN,2014,235480.0
THAILAND,2014,411402.0
TUKMENISTAN,2014,4600.0
UNITED ARAB EMIRATES,2014,206700.0
UZBEKISTAN,2014,46000.0
VIETNAM,2014,79806.0
YEMEN,2014,2100.0
AFRICA,2014,1230518.0
ALGERIA,2014,178200.0
ANGOLA,2014,24000.0
BOTSWANA,2014,26500.0
BURKINA,2014,700.0
BURUNDI,2014,200.0
CAMEROON,2014,2300.0
CONGO,2014,1500.0
EGYPT,2014,273500.0
GABON,2014,2900.0
GHANA,2014,6900.0
IVORY COAST,2014,4300.0
KENYA,2014,3000.0
LIBERIA,2014,200.0
LIBYA,2014,30000.0
MADAGASCAR,2014,1600.0
MALAWI,2014,1100.0
MAURITIUS,2014,8600.0
MOROCCO,2014,109649.0
NIGERIA,2014,42000.0
REUNION,2014,20605.0
SENEGAL,2014,4500.0
SOUTH AFRICA,2014,439264.0
SUDAN,2014,1800.0
TANZANIA,2014,1000.0
TUNISIA,2014,37100.0
UGANDA,2014,3000.0
ZAMBIA,2014,2000.0
ZIMBABWE,2014,4100.0
ALL COUNTRIES,2014,64976034.0
*only LV,2014,
